NC_029516.1	100243429	100243430	0.341395180825931
NC_029516.1	100339302	100339303	0.238558935705956
NC_029516.1	100339369	100339370	0.172258310902267
NC_029516.1	100361591	100361592	0.0321148778523841
NC_029516.1	100361668	100361669	0.104427858161261
NC_029516.1	101086154	101086155	0.658560130761919
NC_029516.1	101086177	101086178	0.388407417417485
NC_029516.1	101086193	101086194	0.152951955085159
NC_029516.1	101104999	101105000	0.830091188268662
NC_029516.1	101265542	101265543	0.101496165750794
NC_029516.1	101265592	101265593	0.289012912035759
NC_029516.1	101265595	101265596	0.486310635024928
NC_029516.1	101265602	101265603	0.241913382808939
NC_029516.1	101269184	101269185	0.298520182220076
NC_029516.1	101271970	101271971	0.967357845993388
NC_029516.1	101271973	101271974	0.569350964933911
NC_029516.1	101271990	101271991	0.651851767978835
NC_029516.1	101272070	101272071	0.0283417039179516
NC_029516.1	101273576	101273577	0.00146195262527634
NC_029516.1	101274144	101274145	0.0553122174065578
NC_029516.1	101275500	101275501	0.933322290858482
NC_029516.1	101275502	101275503	0.49664567531695
NC_029516.1	101275516	101275517	0.624622576815389
NC_029516.1	101275517	101275518	0.927244666934588
NC_029516.1	101275525	101275526	0.587507960827664
NC_029516.1	101275526	101275527	0.986395307896216
NC_029516.1	101275531	101275532	0.64412669484213
NC_029516.1	101275532	101275533	0.83772911321084
NC_029516.1	101275534	101275535	0.168353651085496
NC_029516.1	101275535	101275536	0.791762022595917
NC_029516.1	101275547	101275548	0.728339750339949
NC_029516.1	101275556	101275557	0.370346355146833
NC_029516.1	101276781	101276782	0.00741619409440783
NC_029516.1	101276784	101276785	0.968856348107349
NC_029516.1	101276812	101276813	0.437033657583305
NC_029516.1	101276818	101276819	0.810049412029306
NC_029516.1	101276820	101276821	0.597639039312323
NC_029516.1	101276827	101276828	0.298194338833402
NC_029516.1	101276835	101276836	0.66348537451849
NC_029516.1	101276853	101276854	0.300039070112792
NC_029516.1	101276857	101276858	0.712628952157225
NC_029516.1	101276863	101276864	0.499569122381612
NC_029516.1	101276867	101276868	0.0776843360727794
NC_029516.1	101279037	101279038	0.35555905617784
NC_029516.1	101281121	101281122	0.43381642911904
NC_029516.1	101281123	101281124	0.532187206159966
NC_029516.1	101281694	101281695	0.566166768067884
NC_029516.1	101283453	101283454	0.547957373630918
NC_029516.1	101283463	101283464	0.914750485714883
NC_029516.1	101283465	101283466	0.796177081930934
NC_029516.1	101283471	101283472	0.480001426792311
NC_029516.1	101283476	101283477	0.240417938968464
NC_029516.1	101283478	101283479	0.2169015727797
NC_029516.1	101283503	101283504	0.243685440164559
NC_029516.1	101283504	101283505	0.589181162295298
NC_029516.1	101283510	101283511	0.888189217649674
NC_029516.1	101283511	101283512	0.263508475530714
NC_029516.1	101283514	101283515	0.471637180504385
NC_029516.1	101283515	101283516	0.467066342108019
NC_029516.1	101283535	101283536	0.0301121951976495
NC_029516.1	101283536	101283537	0.265019330434475
NC_029516.1	101283548	101283549	0.204773446509765
NC_029516.1	101283549	101283550	0.429124830011875
NC_029516.1	101283555	101283556	0.469094717482081
NC_029516.1	101283566	101283567	0.975127947163646
NC_029516.1	101283575	101283576	0.669063900690392
NC_029516.1	101283578	101283579	0.440495400977357
NC_029516.1	101283589	101283590	0.485680786035856
NC_029516.1	101283590	101283591	0.940090468271884
NC_029516.1	101283603	101283604	0.77315362915077
NC_029516.1	101283604	101283605	0.252643330956141
NC_029516.1	101283612	101283613	0.884855683169021
NC_029516.1	101283613	101283614	0.994135885564719
NC_029516.1	101283618	101283619	0.890645713233312
NC_029516.1	101283619	101283620	0.303066695786311
NC_029516.1	101283639	101283640	0.30080753107516
NC_029516.1	101283640	101283641	0.689861110980307
NC_029516.1	101283648	101283649	0.749338477651137
NC_029516.1	101283649	101283650	0.937996240719932
NC_029516.1	101283669	101283670	0.729465766275732
NC_029516.1	101283683	101283684	0.200599903174801
NC_029516.1	101283684	101283685	0.870541071160421
NC_029516.1	101283743	101283744	0.0915883386693631
NC_029516.1	101283782	101283783	0.0060709684266896
NC_029516.1	101283802	101283803	0.226689895605913
NC_029516.1	101283803	101283804	0.989831161335594
NC_029516.1	101283993	101283994	0.713911640004568
NC_029516.1	101284071	101284072	0.51842094409497
NC_029516.1	101285808	101285809	0.00804634813436955
NC_029516.1	101285944	101285945	0.72586128758076
NC_029516.1	101285962	101285963	0.829377683767475
NC_029516.1	101285965	101285966	0.193565781168509
